

     Summary: group layer ops

group_layer,group_conv_ops,ic,ih,iw,iact_size,oc,oh,ow,oact_size
Conv2d_4,PartSlice_IR_10,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_4,Conv2d_4.IR_10,LayerType.Conv2d,61341696,3,3,64,128,1,8,104,r * s * c * (k // g) * h * w
Conv2d_4,PartSlice_IR_11,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_4,Conv2d_4.IR_11,LayerType.Conv2d,61341696,3,3,64,128,1,8,104,r * s * c * (k // g) * h * w
Conv2d_4,Conv2d_4,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,PartSlice_G_EXPAND_16,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_5.G_IR_0,LayerType.Conv2d,11927552,1,1,128,64,1,14,104,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_6.G_swap_0,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1.G_swap_0,LayerType.Add,0,,,,,,13,104,
Shortcut_1,PartSlice_G_SQUEZZE_16,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,PartSlice_G_EXPAND_17,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_5.G_IR_1,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_6.G_swap_1,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1.G_swap_1,LayerType.Add,0,,,,,,13,104,
Shortcut_1,PartSlice_G_SQUEZZE_17,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,PartSlice_G_EXPAND_18,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_5.G_IR_2,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_6.G_swap_2,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1.G_swap_2,LayerType.Add,0,,,,,,13,104,
Shortcut_1,PartSlice_G_SQUEZZE_18,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,PartSlice_G_EXPAND_19,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_5.G_IR_3,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_6.G_swap_3,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1.G_swap_3,LayerType.Add,0,,,,,,13,104,
Shortcut_1,PartSlice_G_SQUEZZE_19,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,PartSlice_G_EXPAND_20,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_5.G_IR_4,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_6.G_swap_4,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1.G_swap_4,LayerType.Add,0,,,,,,13,104,
Shortcut_1,PartSlice_G_SQUEZZE_20,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,PartSlice_G_EXPAND_21,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_5.G_IR_5,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_6.G_swap_5,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1.G_swap_5,LayerType.Add,0,,,,,,13,104,
Shortcut_1,PartSlice_G_SQUEZZE_21,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,PartSlice_G_EXPAND_22,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_5.G_IR_6,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_6.G_swap_6,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1.G_swap_6,LayerType.Add,0,,,,,,13,104,
Shortcut_1,PartSlice_G_SQUEZZE_22,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,PartSlice_G_EXPAND_23,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_5.G_IR_7,LayerType.Conv2d,11927552,1,1,128,64,1,14,104,r * s * c * (k // g) * h * w
Shortcut_1,Conv2d_6.G_swap_7,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1.G_swap_7,LayerType.Add,0,,,,,,13,104,
Shortcut_1,PartSlice_G_SQUEZZE_23,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_1,Shortcut_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,PartSlice_G_EXPAND_24,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_7.G_IR_0,LayerType.Conv2d,11927552,1,1,128,64,1,14,104,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_8.G_swap_0,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2.G_swap_0,LayerType.Add,0,,,,,,13,104,
Shortcut_2,PartSlice_G_SQUEZZE_24,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,PartSlice_G_EXPAND_25,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_7.G_IR_1,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_8.G_swap_1,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2.G_swap_1,LayerType.Add,0,,,,,,13,104,
Shortcut_2,PartSlice_G_SQUEZZE_25,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,PartSlice_G_EXPAND_26,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_7.G_IR_2,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_8.G_swap_2,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2.G_swap_2,LayerType.Add,0,,,,,,13,104,
Shortcut_2,PartSlice_G_SQUEZZE_26,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,PartSlice_G_EXPAND_27,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_7.G_IR_3,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_8.G_swap_3,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2.G_swap_3,LayerType.Add,0,,,,,,13,104,
Shortcut_2,PartSlice_G_SQUEZZE_27,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,PartSlice_G_EXPAND_28,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_7.G_IR_4,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_8.G_swap_4,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2.G_swap_4,LayerType.Add,0,,,,,,13,104,
Shortcut_2,PartSlice_G_SQUEZZE_28,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,PartSlice_G_EXPAND_29,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_7.G_IR_5,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_8.G_swap_5,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2.G_swap_5,LayerType.Add,0,,,,,,13,104,
Shortcut_2,PartSlice_G_SQUEZZE_29,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,PartSlice_G_EXPAND_30,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_7.G_IR_6,LayerType.Conv2d,12779520,1,1,128,64,1,15,104,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_8.G_swap_6,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2.G_swap_6,LayerType.Add,0,,,,,,13,104,
Shortcut_2,PartSlice_G_SQUEZZE_30,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,PartSlice_G_EXPAND_31,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_7.G_IR_7,LayerType.Conv2d,11927552,1,1,128,64,1,14,104,r * s * c * (k // g) * h * w
Shortcut_2,Conv2d_8.G_swap_7,LayerType.Conv2d,99680256,3,3,64,128,1,13,104,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2.G_swap_7,LayerType.Add,0,,,,,,13,104,
Shortcut_2,PartSlice_G_SQUEZZE_31,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_2,Shortcut_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,PartSlice_IR_12,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_0.OC_1,LayerType.Conv2d,13418496,3,3,128,32,1,7,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_0.OC_0,LayerType.Conv2d,93929472,3,3,128,224,1,7,52,r * s * c * (k // g) * h * w
Conv2d_9,PartSlice_IR_13,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_1.OC_1,LayerType.Conv2d,13418496,3,3,128,32,1,7,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_1.OC_0,LayerType.Conv2d,93929472,3,3,128,224,1,7,52,r * s * c * (k // g) * h * w
Conv2d_9,PartSlice_IR_14,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_2.OC_1,LayerType.Conv2d,11501568,3,3,128,32,1,6,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_2.OC_0,LayerType.Conv2d,80510976,3,3,128,224,1,6,52,r * s * c * (k // g) * h * w
Conv2d_9,PartSlice_IR_15,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_3.OC_1,LayerType.Conv2d,11501568,3,3,128,32,1,6,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_3.OC_0,LayerType.Conv2d,80510976,3,3,128,224,1,6,52,r * s * c * (k // g) * h * w
Conv2d_9,PartSlice_IR_16,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_4.OC_1,LayerType.Conv2d,13418496,3,3,128,32,1,7,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_4,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_4.OC_0,LayerType.Conv2d,93929472,3,3,128,224,1,7,52,r * s * c * (k // g) * h * w
Conv2d_9,PartSlice_IR_17,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_5.OC_1,LayerType.Conv2d,13418496,3,3,128,32,1,7,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_5,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_5.OC_0,LayerType.Conv2d,93929472,3,3,128,224,1,7,52,r * s * c * (k // g) * h * w
Conv2d_9,PartSlice_IR_18,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_6.OC_1,LayerType.Conv2d,11501568,3,3,128,32,1,6,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_6,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_6.OC_0,LayerType.Conv2d,80510976,3,3,128,224,1,6,52,r * s * c * (k // g) * h * w
Conv2d_9,PartSlice_IR_19,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_7.OC_1,LayerType.Conv2d,11501568,3,3,128,32,1,6,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_7,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9.IR_7.OC_0,LayerType.Conv2d,80510976,3,3,128,224,1,6,52,r * s * c * (k // g) * h * w
Conv2d_9,Conv2d_9,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,PartSlice_G_EXPAND_32,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_10.G_IR_0,LayerType.Conv2d,23855104,1,1,256,128,1,14,52,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_11.G_swap_0.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_11.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Shortcut_3.G_swap_0,LayerType.Add,0,,,,,,13,52,
Shortcut_3,Conv2d_11.G_swap_0.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_3,PartSlice_G_SQUEZZE_32,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,PartSlice_G_EXPAND_33,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_10.G_IR_1,LayerType.Conv2d,25559040,1,1,256,128,1,15,52,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_11.G_swap_1.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_11.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Shortcut_3.G_swap_1,LayerType.Add,0,,,,,,13,52,
Shortcut_3,Conv2d_11.G_swap_1.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_3,PartSlice_G_SQUEZZE_33,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,PartSlice_G_EXPAND_34,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_10.G_IR_2,LayerType.Conv2d,25559040,1,1,256,128,1,15,52,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_11.G_swap_2.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_11.G_swap_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Shortcut_3.G_swap_2,LayerType.Add,0,,,,,,13,52,
Shortcut_3,Conv2d_11.G_swap_2.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_3,PartSlice_G_SQUEZZE_34,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,PartSlice_G_EXPAND_35,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_10.G_IR_3,LayerType.Conv2d,23855104,1,1,256,128,1,14,52,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_11.G_swap_3.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_3,Conv2d_11.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Shortcut_3.G_swap_3,LayerType.Add,0,,,,,,13,52,
Shortcut_3,Conv2d_11.G_swap_3.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_3,PartSlice_G_SQUEZZE_35,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_3,Shortcut_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,PartSlice_G_EXPAND_36,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_12.G_IR_0,LayerType.Conv2d,23855104,1,1,256,128,1,14,52,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_13.G_swap_0.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_13.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Shortcut_4.G_swap_0,LayerType.Add,0,,,,,,13,52,
Shortcut_4,Conv2d_13.G_swap_0.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_4,PartSlice_G_SQUEZZE_36,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,PartSlice_G_EXPAND_37,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_12.G_IR_1,LayerType.Conv2d,25559040,1,1,256,128,1,15,52,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_13.G_swap_1.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_13.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Shortcut_4.G_swap_1,LayerType.Add,0,,,,,,13,52,
Shortcut_4,Conv2d_13.G_swap_1.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_4,PartSlice_G_SQUEZZE_37,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,PartSlice_G_EXPAND_38,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_12.G_IR_2,LayerType.Conv2d,25559040,1,1,256,128,1,15,52,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_13.G_swap_2.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_13.G_swap_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Shortcut_4.G_swap_2,LayerType.Add,0,,,,,,13,52,
Shortcut_4,Conv2d_13.G_swap_2.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_4,PartSlice_G_SQUEZZE_38,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,PartSlice_G_EXPAND_39,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_12.G_IR_3,LayerType.Conv2d,23855104,1,1,256,128,1,14,52,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_13.G_swap_3.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_4,Conv2d_13.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Shortcut_4.G_swap_3,LayerType.Add,0,,,,,,13,52,
Shortcut_4,Conv2d_13.G_swap_3.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_4,PartSlice_G_SQUEZZE_39,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_4,Shortcut_4,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,PartSlice_G_EXPAND_40,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_14.G_IR_0,LayerType.Conv2d,23855104,1,1,256,128,1,14,52,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_15.G_swap_0.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_15.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Shortcut_5.G_swap_0,LayerType.Add,0,,,,,,13,52,
Shortcut_5,Conv2d_15.G_swap_0.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_5,PartSlice_G_SQUEZZE_40,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,PartSlice_G_EXPAND_41,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_14.G_IR_1,LayerType.Conv2d,25559040,1,1,256,128,1,15,52,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_15.G_swap_1.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_15.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Shortcut_5.G_swap_1,LayerType.Add,0,,,,,,13,52,
Shortcut_5,Conv2d_15.G_swap_1.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_5,PartSlice_G_SQUEZZE_41,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,PartSlice_G_EXPAND_42,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_14.G_IR_2,LayerType.Conv2d,25559040,1,1,256,128,1,15,52,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_15.G_swap_2.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_15.G_swap_2,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Shortcut_5.G_swap_2,LayerType.Add,0,,,,,,13,52,
Shortcut_5,Conv2d_15.G_swap_2.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_5,PartSlice_G_SQUEZZE_42,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,PartSlice_G_EXPAND_43,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_14.G_IR_3,LayerType.Conv2d,23855104,1,1,256,128,1,14,52,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_15.G_swap_3.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_5,Conv2d_15.G_swap_3,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Shortcut_5.G_swap_3,LayerType.Add,0,,,,,,13,52,
Shortcut_5,Conv2d_15.G_swap_3.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_5,PartSlice_G_SQUEZZE_43,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_5,Shortcut_5,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_6,PartSlice_G_EXPAND_44,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_6,Conv2d_16.G_IR_0,LayerType.Conv2d,23855104,1,1,256,128,1,14,52,r * s * c * (k // g) * h * w
Shortcut_6,Conv2d_17.G_swap_0.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_6,Conv2d_17.G_swap_0,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_6,Shortcut_6.G_swap_0,LayerType.Add,0,,,,,,13,52,
Shortcut_6,Conv2d_17.G_swap_0.OC_0,LayerType.Conv2d,174440448,3,3,128,224,1,13,52,r * s * c * (k // g) * h * w
Shortcut_6,PartSlice_G_SQUEZZE_44,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_6,PartSlice_G_EXPAND_45,LayerType.Slice,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_6,Conv2d_16.G_IR_1,LayerType.Conv2d,25559040,1,1,256,128,1,15,52,r * s * c * (k // g) * h * w
Shortcut_6,Conv2d_17.G_swap_1.OC_1,LayerType.Conv2d,24920064,3,3,128,32,1,13,52,r * s * c * (k // g) * h * w
Shortcut_6,Conv2d_17.G_swap_1,LayerType.Concat,0,0,0,0,0,0,0,0,r * s * c * (k // g) * h * w
Shortcut_6,Shortcut_6.G_swap_1,LayerType.Add,0,,,,,,13,52,
